Country,CountryCode,Region,IncomeGroup,LifeExp,MajorReligion,MajorReligionPop,Year,Beer_LitersAlcPerYear,Beer_LitersPerYear,Wine_LitersAlcPerYear,Wine_LitersPerYear,Spirits_LitersAlcPerYear,Spirits_LitersPerYear,Total_LitersAlcPerYear
Micronesia (Federated States of),FSM,Western Pacific,Lower_middle_income,59.8,Roman Catholic,56365,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,GAB,Africa,Upper_middle_income,53.9,,,1968,0.85,17.0,4.5,37.5,0.39,0.975,5.739999999999999
United Kingdom of Great Britain and Northern Ireland,GBR,Europe,High_income,70.5,Roman Catholic,37583962,1968,6.35,126.99999999999999,0.42,3.5,1.14,2.8499999999999996,7.909999999999999
Ghana,GHA,Africa,Low_income,54.1,Pentecostal,6980792,1968,0.26,5.2,0.0,0.0,0.01,0.024999999999999998,0.27
Guinea,GIN,Africa,Low_income,49.8,Muslim,9358718,1968,0.15,2.9999999999999996,0.0,0.0,0.0,0.0,0.15
Gambia,GMB,Africa,Low_income,52.9,,,1968,0.09,1.7999999999999998,0.14,1.1666666666666667,0.02,0.049999999999999996,0.25
Guinea_Bissau,GNB,Africa,Low_income,46.4,Muslim,650402,1968,0.18,3.5999999999999996,1.48,12.333333333333334,1.07,2.675,2.73
Greece,GRC,Europe,High_income,71.3,,,1968,2.4,47.99999999999999,4.12,34.333333333333336,3.63,9.075,10.149999999999999
Guatemala,GTM,Americas,Lower_middle_income,62.5,,,1968,0.42,8.399999999999999,0.0,0.0,1.48,3.6999999999999997,1.9
Guyana,GUY,Americas,Lower_middle_income,54.4,,,1968,0.79,15.8,0.0,0.0,1.96,4.8999999999999995,2.75
Honduras,HND,Americas,Lower_middle_income,63.7,,,1968,0.71,14.2,0.03,0.25,1.06,2.65,1.8
Haiti,HTI,Americas,Low_income,51.8,,,1968,0.0,0.0,0.0,0.0,5.75,14.375,5.75
Hungary,HUN,Europe,High_income,64.9,Roman Catholic,3691389,1968,3.27,65.39999999999999,4.88,40.666666666666664,2.49,6.2250000000000005,10.64
Indonesia,IDN,South_East Asia,Lower_middle_income,62.3,Muslim,207176162,1968,0.01,0.19999999999999998,0.0,0.0,0.02,0.049999999999999996,0.03
India,IND,South_East Asia,Lower_middle_income,57.5,Hindu,827578868,1968,0.0,0.0,0.0,0.0,0.81,2.025,0.81
Ireland,IRL,Europe,High_income,71.0,Roman Catholic,3861335,1968,6.56,131.2,0.49,4.083333333333333,1.72,4.3,8.77
Iran (Islamic Republic of),IRN,Eastern Mediterranean,Lower_middle_income,64.4,Muslim,79598054,1968,0.08,1.5999999999999999,0.0,0.0,0.25,0.625,0.33
Iraq,IRQ,Eastern Mediterranean,Lower_middle_income,61.4,,,1968,0.06,1.2,0.0,0.0,0.37,0.9249999999999999,0.43
Iceland,ISL,Europe,High_income,72.2,,,1968,0.82,16.4,0.26,2.166666666666667,2.79,6.975,3.87
Israel,ISR,Europe,High_income,72.2,Jewish,4476225,1968,1.02,20.4,1.69,14.083333333333334,1.6,4.0,4.3100000000000005
Italy,ITA,Europe,High_income,72.9,,,1968,0.71,14.2,16.89,140.75,2.12,5.3,19.720000000000002
Jamaica,JAM,Americas,Upper_middle_income,63.4,No Religion,571988,1968,1.62,32.4,0.06,0.5,1.29,3.225,2.97
Jordan,JOR,Eastern Mediterranean,Lower_middle_income,64.3,,,1968,0.08,1.5999999999999999,0.0,0.0,0.13,0.325,0.21000000000000002
Japan,JPN,Western Pacific,High_income,75.0,,,1968,1.45,28.999999999999996,0.04,0.33333333333333337,1.63,4.074999999999999,3.12
Kenya,KEN,Africa,Low_income,53.2,Protestant,15777430,1968,2.22,44.4,0.02,0.16666666666666669,0.67,1.675,2.91
Kiribati,KIR,Western Pacific,Lower_middle_income,57.9,Roman Catholic,63116,1968,0.56,11.200000000000001,0.04,0.33333333333333337,0.27,0.675,0.8700000000000001
Saint Kitts and Nevis,KNA,Americas,Upper_middle_income,63.2,,,1968,0.67,13.4,0.16,1.3333333333333335,2.94,7.35,3.77
Republic of Korea,KOR,Western Pacific,High_income,72.7,No Religion,27498715,1968,0.12,2.4,0.0,0.0,0.81,2.025,0.93
Kuwait,KWT,Eastern Mediterranean,High_income,67.9,,,1968,0.0,0.0,0.0,0.0,0.09,0.22499999999999998,0.09
Lao People's Democratic Republic,LAO,Western Pacific,Low_income,57.2,Buddhist,4201993,1968,0.06,1.2,0.01,0.08333333333333334,3.89,9.725,3.96
Lebanon,LBN,Eastern Mediterranean,Upper_middle_income,69.7,,,1968,0.3,5.999999999999999,0.41,3.4166666666666665,1.98,4.949999999999999,2.69
Liberia,LBR,Africa,Low_income,52.4,Roman Catholic,2975675,1968,0.37,7.3999999999999995,0.05,0.4166666666666667,1.6,4.0,2.02
Libya,LBY,Eastern Mediterranean,Upper_middle_income,64.4,,,1968,0.44,8.799999999999999,0.39,3.2500000000000004,0.13,0.325,0.9600000000000001
Saint Lucia,LCA,Americas,Upper_middle_income,63.0,Roman Catholic,105755,1968,0.53,10.6,0.41,3.4166666666666665,7.34,18.349999999999998,8.28
Sri Lanka,LKA,South_East Asia,Lower_middle_income,65.4,Buddhist,14272056,1968,0.05,1.0,0.0,0.0,0.21,0.5249999999999999,0.26
Lesotho,LSO,Africa,Lower_middle_income,43.0,,,1968,0.86,17.2,0.0,0.0,0.0,0.0,0.86
Luxembourg,LUX,Europe,High_income,71.6,,,1968,5.5,110.0,9.65,80.41666666666667,3.1,7.75,18.25
Morocco,MAR,Eastern Mediterranean,Lower_middle_income,60.9,,,1968,0.25,5.0,0.48,4.0,0.23,0.575,0.96
Madagascar,MDG,Africa,Low_income,55.1,,,1968,0.14,2.8000000000000003,0.69,5.75,1.21,3.025,2.04
Mexico,MEX,Americas,Upper_middle_income,67.0,Roman Catholic,92924489,1968,2.21,44.199999999999996,0.04,0.33333333333333337,1.16,2.8999999999999995,3.41
Mali,MLI,Africa,Low_income,48.9,,,1968,0.01,0.19999999999999998,0.01,0.08333333333333334,0.05,0.125,0.07
Malta,MLT,Europe,High_income,70.6,,,1968,1.29,25.8,0.16,1.3333333333333335,1.1,2.75,2.55
Myanmar,MMR,South_East Asia,Low_income,57.2,Buddhist,45185449,1968,0.01,0.19999999999999998,0.0,0.0,0.29,0.7249999999999999,0.3
Mongolia,MNG,Western Pacific,Lower_middle_income,60.0,Buddhist,1009357,1968,0.13,2.6,0.0,0.0,1.74,4.35,1.87
Mozambique,MOZ,Africa,Low_income,46.3,Roman Catholic,5748176,1968,0.29,5.799999999999999,1.18,9.833333333333334,0.4,1.0,1.87
Mauritania,MRT,Africa,Low_income,53.6,,,1968,0.02,0.39999999999999997,0.02,0.16666666666666669,0.0,0.0,0.04
Mauritius,MUS,Africa,Upper_middle_income,64.8,Hindu,469313,1968,0.53,10.6,0.08,0.6666666666666667,1.22,3.05,1.83
Malawi,MWI,Africa,Low_income,51.0,Roman Catholic,13581623,1968,0.11,2.1999999999999997,0.01,0.08333333333333334,0.06,0.15,0.18
Malaysia,MYS,Western Pacific,Upper_middle_income,64.6,Muslim,17375794,1968,0.31,6.199999999999999,0.01,0.08333333333333334,0.14,0.35000000000000003,0.46
Namibia,NAM,Africa,Upper_middle_income,58.1,,,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niger,NER,Africa,Low_income,50.7,Muslim,16978889,1968,0.04,0.7999999999999999,0.06,0.5,0.02,0.049999999999999996,0.12000000000000001
Nigeria,NGA,Africa,Lower_middle_income,47.0,,,1968,0.13,2.6,0.0,0.0,0.01,0.024999999999999998,0.14
Nicaragua,NIC,Americas,Lower_middle_income,64.0,Roman Catholic,2652985,1968,0.69,13.799999999999999,0.04,0.33333333333333337,3.5,8.75,4.23
Netherlands,NLD,Europe,High_income,71.4,,,1968,3.14,62.8,0.65,5.416666666666667,2.43,6.075,6.220000000000001
Norway,NOR,Europe,High_income,70.6,,,1968,2.15,42.99999999999999,0.29,2.4166666666666665,1.95,4.875,4.39
Nepal,NPL,South_East Asia,Low_income,59.2,Hindu,21551492,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand,NZL,Western Pacific,High_income,72.0,No Religion,1635348,1968,8.2,163.99999999999997,0.73,6.083333333333333,1.43,3.5749999999999997,10.36
Oman,OMN,Eastern Mediterranean,High_income,66.0,,,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan,PAK,Eastern Mediterranean,Lower_middle_income,56.7,,,1968,0.01,0.19999999999999998,0.0,0.0,0.0,0.0,0.01
Panama,PAN,Americas,Upper_middle_income,67.2,,,1968,1.75,35.0,0.07,0.5833333333333334,2.07,5.174999999999999,3.8899999999999997
Peru,PER,Americas,Upper_middle_income,66.9,Roman Catholic,17635339,1968,1.41,28.199999999999996,0.24,2.0,4.8,11.999999999999998,6.449999999999999
Philippines,PHL,Western Pacific,Lower_middle_income,59.8,Roman Catholic,80304061,1968,0.81,16.2,0.0,0.0,1.61,4.025,2.42
Papua New Guinea,PNG,Western Pacific,Lower_middle_income,53.5,,,1968,0.45,9.0,0.06,0.5,0.2,0.5,0.71
Poland,POL,Europe,Upper_middle_income,67.0,Roman Catholic,33331533,1968,2.02,40.4,0.77,6.416666666666667,4.61,11.525,7.4
Democratic People's Republic of Korea,PRK,South_East Asia,Low_income,62.6,,,1968,0.46,9.2,0.0,0.0,1.93,4.824999999999999,2.39
Portugal,PRT,Europe,High_income,70.9,Roman Catholic,7281887,1968,0.73,14.6,17.35,144.58333333333334,0.23,0.575,18.310000000000002
Paraguay,PRY,Americas,Lower_middle_income,64.7,Roman Catholic,3488086,1968,0.4,8.0,0.48,4.0,2.73,6.824999999999999,3.61
Qatar,QAT,Eastern Mediterranean,High_income,67.9,Muslim,576391,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,ROU,Europe,Upper_middle_income,65.7,Orthodox,16307004,1968,1.21,24.2,4.33,36.083333333333336,2.12,5.3,7.66
Russian Federation,RUS,Europe,Upper_middle_income,60.5,,,1968,1.12,22.400000000000002,1.58,13.166666666666668,5.13,12.825,7.83
Rwanda,RWA,Africa,Low_income,55.7,Roman Catholic,4599371,1968,0.3,5.999999999999999,0.0,0.0,0.0,0.0,0.3
Saudi Arabia,SAU,Eastern Mediterranean,High_income,65.4,,,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sudan,SDN,Eastern Mediterranean,Lower_middle_income,53.3,,,1968,1.45,28.999999999999996,0.01,0.08333333333333334,0.09,0.22499999999999998,1.55
Senegal,SEN,Africa,Low_income,55.4,,,1968,0.18,3.5999999999999996,0.38,3.166666666666667,0.05,0.125,0.6100000000000001
Singapore,SGP,Western Pacific,High_income,76.3,Buddhist,1032879,1968,1.3,26.0,0.06,0.5,0.69,1.7249999999999999,2.05
Solomon Islands,SLB,Western Pacific,Lower_middle_income,59.6,,,1968,0.3,5.999999999999999,0.04,0.33333333333333337,0.11,0.27499999999999997,0.44999999999999996
Sierra Leone,SLE,Africa,Low_income,39.4,,,1968,0.16,3.1999999999999997,0.02,0.16666666666666669,0.05,0.125,0.22999999999999998
El Salvador,SLV,Americas,Lower_middle_income,63.1,,,1968,0.34,6.8,0.02,0.16666666666666669,1.2,2.9999999999999996,1.56
Somalia,SOM,Eastern Mediterranean,Low_income,46.1,,,1968,0.03,0.6,0.01,0.08333333333333334,0.01,0.024999999999999998,0.05
Sao Tome and Principe,STP,Africa,Lower_middle_income,57.5,Roman Catholic,99570,1968,1.58,31.6,7.83,65.25,0.01,0.024999999999999998,9.42
Suriname,SUR,Americas,Upper_middle_income,65.2,Roman Catholic,262320,1968,1.86,37.2,0.04,0.33333333333333337,3.88,9.7,5.78
Slovakia,SVK,Europe,High_income,66.7,Roman Catholic,3347277,1968,6.72,134.39999999999998,2.04,17.0,2.4,5.999999999999999,11.16
Sweden,SWE,Europe,High_income,71.6,,,1968,3.26,65.19999999999999,0.74,6.166666666666667,3.22,8.05,7.220000000000001
Swaziland,SWZ,Africa,Lower_middle_income,45.0,,,1968,6.75,135.0,0.0,0.0,0.0,0.0,6.75
Seychelles,SYC,Africa,Upper_middle_income,66.7,Roman Catholic,67280,1968,1.39,27.799999999999997,0.6,5.0,0.4,1.0,2.3899999999999997
Syrian Arab Republic,SYR,Eastern Mediterranean,Lower_middle_income,65.8,,,1968,0.03,0.6,0.45,3.7500000000000004,0.11,0.27499999999999997,0.59
Chad,TCD,Africa,Low_income,44.3,,,1968,0.27,5.4,0.16,1.3333333333333335,0.02,0.049999999999999996,0.45000000000000007
Togo,TGO,Africa,Low_income,50.0,,,1968,2.78,55.599999999999994,0.29,2.4166666666666665,0.27,0.675,3.34
Thailand,THA,South_East Asia,Lower_middle_income,65.7,Buddhist,61746429,1968,0.09,1.7999999999999998,0.0,0.0,1.62,4.05,1.7100000000000002
Timor_Leste,TLS,South_East Asia,Lower_middle_income,57.2,Roman Catholic,715285,1968,0.1,2.0,0.2,1.6666666666666667,0.12,0.3,0.42000000000000004
Trinidad and Tobago,TTO,Americas,High_income,60.5,Roman Catholic,285671,1968,0.88,17.599999999999998,0.06,0.5,1.87,4.675,2.81
Tunisia,TUN,Eastern Mediterranean,Lower_middle_income,66.4,,,1968,0.42,8.399999999999999,0.66,5.500000000000001,0.0,0.0,1.08
Turkey,TUR,Europe,Upper_middle_income,65.4,,,1968,0.09,1.7999999999999998,0.17,1.4166666666666667,0.09,0.22499999999999998,0.35
United Republic of Tanzania,TZA,Africa,Low_income,53.3,,,1968,0.22,4.3999999999999995,0.01,0.08333333333333334,0.2,0.5,0.43000000000000005
Uganda,UGA,Africa,Low_income,50.3,Roman Catholic,10242594,1968,0.19,3.8,0.01,0.08333333333333334,0.22,0.5499999999999999,0.42000000000000004
Uruguay,URY,Americas,Upper_middle_income,67.7,,,1968,1.73,34.599999999999994,4.07,33.91666666666667,0.42,1.0499999999999998,6.220000000000001
United States of America,USA,Americas,High_income,69.3,,,1968,4.13,82.6,0.98,8.166666666666666,4.16,10.4,9.27
Venezuela (Bolivarian Republic of),VEN,Americas,Upper_middle_income,66.2,,,1968,2.96,59.199999999999996,0.13,1.0833333333333335,3.0,7.5,6.09
Viet Nam,VNM,Western Pacific,Low_income,65.9,No Religion,61570544,1968,0.24,4.8,0.0,0.0,0.58,1.4499999999999997,0.82
Vanuatu,VUT,Western Pacific,Lower_middle_income,62.4,Presbyterian,65345,1968,1.39,27.799999999999997,2.87,23.916666666666668,0.48,1.2,4.74
Samoa,WSM,Western Pacific,Lower_middle_income,64.1,Congregational,56818,1968,0.4,8.0,0.01,0.08333333333333334,0.11,0.27499999999999997,0.52
Yemen,YEM,Eastern Mediterranean,Low_income,54.7,,,1968,0.53,10.6,0.0,0.0,0.0,0.0,0.53
South Africa,ZAF,Africa,Upper_middle_income,51.8,No Religion,6767165,1968,0.77,15.4,1.9,15.833333333333334,2.0,5.0,4.67
Zambia,ZMB,Africa,Low_income,50.3,Protestant,9436231,1968,1.2,23.999999999999996,0.03,0.25,0.05,0.125,1.28
Zimbabwe,ZWE,Africa,Low_income,49.8,,,1968,0.54,10.8,0.0,0.0,1.37,3.4250000000000003,1.9100000000000001
Afghanistan,AFG,Eastern Mediterranean,Low_income,50.0,,,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,AGO,Africa,Lower_middle_income,44.5,,,1969,1.38,27.599999999999998,3.62,30.166666666666668,0.51,1.275,5.51
Albania,ALB,Europe,Lower_middle_income,64.8,Muslim,1587608,1969,0.54,10.8,0.47,3.9166666666666665,0.73,1.825,1.74
Argentina,ARG,Americas,Upper_middle_income,66.7,,,1969,0.8,16.0,15.07,125.58333333333334,1.97,4.925,17.84
Antigua and Barbuda,ATG,Americas,High_income,64.1,Anglican,19767,1969,1.12,22.400000000000002,0.03,0.25,3.9,9.75,5.05
Australia,AUS,Western Pacific,High_income,72.6,No Religion,6933708,1969,8.51,170.2,1.52,12.666666666666668,1.45,3.6249999999999996,11.479999999999999
Austria,AUT,Europe,High_income,70.6,Roman Catholic,5915421,1969,6.4,128.0,5.0,41.66666666666667,1.6,4.0,13.0
Burundi,BDI,Africa,Low_income,48.0,Roman Catholic,4941833,1969,1.33,26.6,0.01,0.08333333333333334,0.01,0.024999999999999998,1.35
Belgium,BEL,Europe,High_income,70.5,,,1969,8.29,165.79999999999998,1.75,14.583333333333334,1.42,3.55,11.459999999999999
Benin,BEN,Africa,Low_income,50.4,,,1969,0.48,9.6,0.17,1.4166666666666667,0.15,0.37499999999999994,0.8
Burkina Faso,BFA,Africa,Low_income,50.6,Muslim,8485149,1969,0.32,6.3999999999999995,0.04,0.33333333333333337,0.01,0.024999999999999998,0.37
Bangladesh,BGD,South_East Asia,Low_income,60.8,Muslim,111393250,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,BGR,Europe,Upper_middle_income,65.3,Eastern Orthodox,4374135,1969,2.13,42.599999999999994,3.46,28.833333333333336,3.12,7.8,8.71
Bahamas,BHS,Americas,High_income,64.4,Baptist,122500,1969,4.21,84.19999999999999,2.25,18.75,9.54,23.849999999999998,16.0
Belize,BLZ,Americas,Lower_middle_income,63.6,Roman Catholic,129456,1969,1.15,22.999999999999996,0.06,0.5,3.71,9.274999999999999,4.92
Bolivia (Plurinational State of),BOL,Americas,Lower_middle_income,59.2,,,1969,0.65,13.0,0.04,0.33333333333333337,1.96,4.8999999999999995,2.65
Brazil,BRA,Americas,Upper_middle_income,65.3,Roman Catholic,123280172,1969,0.7,13.999999999999998,0.53,4.416666666666667,1.45,3.6249999999999996,2.6799999999999997
Brunei Darussalam,BRN,Western Pacific,High_income,68.7,Muslim,309962,1969,0.93,18.6,0.03,0.25,0.49,1.2249999999999999,1.4500000000000002
Bhutan,BTN,South_East Asia,Lower_middle_income,59.4,,,1969,0.53,10.6,0.0,0.0,0.0,0.0,0.53
Botswana,BWA,Africa,Upper_middle_income,54.2,Roman Catholic,1171537,1969,3.32,66.39999999999999,0.14,1.1666666666666667,0.41,1.025,3.87
Central African Republic,CAF,Africa,Low_income,43.7,,,1969,0.99,19.799999999999997,0.56,4.666666666666667,0.02,0.049999999999999996,1.57
Canada,CAN,Americas,High_income,72.0,Roman Catholic,12728880,1969,4.22,84.39999999999999,0.44,3.666666666666667,2.5,6.25,7.16
Switzerland,CHE,Europe,High_income,72.3,Roman Catholic,2532217,1969,5.03,100.6,6.45,53.75,2.68,6.7,14.16
Chile,CHL,Americas,Upper_middle_income,70.3,Roman Catholic,7853428,1969,1.16,23.199999999999996,6.92,57.66666666666667,1.01,2.525,9.09
China,CHN,Western Pacific,Lower_middle_income,68.0,,,1969,0.01,0.19999999999999998,0.0,0.0,0.8,2.0,0.81
Côte d'Ivoire,CIV,Africa,Lower_middle_income,45.6,Muslim,9618121,1969,0.9,18.0,1.36,11.333333333333334,0.09,0.22499999999999998,2.35
Cameroon,CMR,Africa,Lower_middle_income,48.5,,,1969,0.74,14.799999999999999,0.53,4.416666666666667,0.08,0.19999999999999998,1.35
Democratic Republic of the Congo,COD,Africa,Low_income,44.4,,,1969,0.61,12.2,0.02,0.16666666666666669,0.0,0.0,0.63
Congo,COG,Africa,Lower_middle_income,50.3,,,1969,1.11,22.2,0.02,0.16666666666666669,0.05,0.125,1.1800000000000002
Colombia,COL,Americas,Upper_middle_income,67.2,,,1969,2.92,58.4,0.01,0.08333333333333334,1.1,2.75,4.029999999999999
Comoros,COM,Africa,Low_income,53.8,,,1969,0.06,1.2,0.11,0.9166666666666667,0.0,0.0,0.16999999999999998
Cabo Verde,CPV,Africa,Lower_middle_income,63.8,,,1969,0.26,5.2,1.13,9.416666666666666,0.75,1.875,2.1399999999999997
Costa Rica,CRI,Americas,Upper_middle_income,69.3,,,1969,0.53,10.6,0.04,0.33333333333333337,3.13,7.824999999999999,3.7
Cuba,CUB,Americas,Upper_middle_income,66.4,,,1969,0.56,11.200000000000001,0.06,0.5,0.86,2.15,1.48
Cyprus,CYP,Europe,High_income,74.4,Orthodox,653635,1969,1.11,22.2,1.44,12.0,2.2,5.5,4.75
Czech Republic,CZE,Europe,High_income,68.7,Unknown,4662455,1969,6.77,135.39999999999998,1.85,15.416666666666668,2.8,6.999999999999999,11.419999999999998
Germany,DEU,Europe,High_income,71.1,Other,32783750,1969,8.99,179.79999999999998,2.43,20.250000000000004,3.55,8.874999999999998,14.969999999999999
Djibouti,DJI,Eastern Mediterranean,Lower_middle_income,52.9,,,1969,1.54,30.8,1.75,14.583333333333334,0.0,0.0,3.29
Denmark,DNK,Europe,High_income,70.0,,,1969,6.67,133.39999999999998,0.73,6.083333333333333,1.46,3.65,8.86
Dominican Republic,DOM,Americas,Upper_middle_income,63.0,,,1969,0.63,12.6,0.01,0.08333333333333334,1.4,3.4999999999999996,2.04
Algeria,DZA,Africa,Upper_middle_income,62.4,,,1969,0.36,7.199999999999999,1.27,10.583333333333334,0.23,0.575,1.8599999999999999
Ecuador,ECU,Americas,Lower_middle_income,65.9,,,1969,0.82,16.4,0.01,0.08333333333333334,0.86,2.15,1.69
Egypt,EGY,Eastern Mediterranean,Lower_middle_income,61.8,,,1969,0.04,0.7999999999999999,0.01,0.08333333333333334,0.38,0.95,0.43
Eritrea,ERI,Africa,Low_income,54.5,,,1969,0.61,12.2,0.0,0.0,0.0,0.0,0.61
Spain,ESP,Europe,High_income,73.2,,,1969,2.22,44.4,9.53,79.41666666666666,3.47,8.675,15.22
Ethiopia,ETH,Africa,Low_income,55.6,Orthodox,32092182,1969,0.82,16.4,0.0,0.0,0.0,0.0,0.82
Finland,FIN,Europe,High_income,70.8,Lutheran,4207192,1969,2.86,57.199999999999996,0.65,5.416666666666667,1.03,2.5749999999999997,4.54
Fiji,FJI,Western Pacific,Upper_middle_income,60.4,Methodist,289923,1969,1.01,20.2,0.05,0.4166666666666667,0.76,1.9,1.82
France,FRA,Europe,High_income,71.8,,,1969,2.71,54.199999999999996,16.48,137.33333333333334,2.96,7.3999999999999995,22.150000000000002
Micronesia (Federated States of),FSM,Western Pacific,Lower_middle_income,59.8,Roman Catholic,56365,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,GAB,Africa,Upper_middle_income,53.9,,,1969,1.15,22.999999999999996,4.34,36.166666666666664,0.37,0.9249999999999999,5.86
United Kingdom of Great Britain and Northern Ireland,GBR,Europe,High_income,70.5,Roman Catholic,37583962,1969,6.62,132.4,0.41,3.4166666666666665,1.08,2.7,8.11
Ghana,GHA,Africa,Low_income,54.1,Pentecostal,6980792,1969,0.28,5.6000000000000005,0.0,0.0,0.01,0.024999999999999998,0.29000000000000004
Guinea,GIN,Africa,Low_income,49.8,Muslim,9358718,1969,0.14,2.8000000000000003,0.0,0.0,0.0,0.0,0.14
Gambia,GMB,Africa,Low_income,52.9,,,1969,0.1,2.0,0.12,1.0,0.03,0.075,0.25
Guinea_Bissau,GNB,Africa,Low_income,46.4,Muslim,650402,1969,0.31,6.199999999999999,1.29,10.75,1.03,2.5749999999999997,2.63
Greece,GRC,Europe,High_income,71.3,,,1969,2.46,49.199999999999996,4.39,36.58333333333333,3.33,8.325,10.18
Guatemala,GTM,Americas,Lower_middle_income,62.5,,,1969,0.45,9.0,0.0,0.0,1.45,3.6249999999999996,1.9
Guyana,GUY,Americas,Lower_middle_income,54.4,,,1969,0.94,18.799999999999997,0.0,0.0,1.62,4.05,2.56
Honduras,HND,Americas,Lower_middle_income,63.7,,,1969,0.78,15.6,0.03,0.25,0.98,2.4499999999999997,1.79
Haiti,HTI,Americas,Low_income,51.8,,,1969,0.0,0.0,0.0,0.0,5.91,14.775,5.91
Hungary,HUN,Europe,High_income,64.9,Roman Catholic,3691389,1969,3.44,68.8,5.37,44.75,2.96,7.3999999999999995,11.77
Indonesia,IDN,South_East Asia,Lower_middle_income,62.3,Muslim,207176162,1969,0.01,0.19999999999999998,0.0,0.0,0.03,0.075,0.04
India,IND,South_East Asia,Lower_middle_income,57.5,Hindu,827578868,1969,0.0,0.0,0.0,0.0,0.85,2.125,0.85
Ireland,IRL,Europe,High_income,71.0,Roman Catholic,3861335,1969,6.79,135.79999999999998,0.51,4.25,1.87,4.675,9.17
Iran (Islamic Republic of),IRN,Eastern Mediterranean,Lower_middle_income,64.4,Muslim,79598054,1969,0.09,1.7999999999999998,0.0,0.0,0.26,0.65,0.35
Iraq,IRQ,Eastern Mediterranean,Lower_middle_income,61.4,,,1969,0.06,1.2,0.0,0.0,0.36,0.8999999999999999,0.42
Iceland,ISL,Europe,High_income,72.2,,,1969,0.79,15.8,0.26,2.166666666666667,2.86,7.1499999999999995,3.91
Israel,ISR,Europe,High_income,72.2,Jewish,4476225,1969,1.07,21.4,1.8,15.000000000000002,1.81,4.5249999999999995,4.68
Italy,ITA,Europe,High_income,72.9,,,1969,0.73,14.6,16.75,139.58333333333334,2.25,5.625,19.73
Jamaica,JAM,Americas,Upper_middle_income,63.4,No Religion,571988,1969,1.95,39.0,0.06,0.5,1.37,3.4250000000000003,3.38
Jordan,JOR,Eastern Mediterranean,Lower_middle_income,64.3,,,1969,0.08,1.5999999999999999,0.0,0.0,0.09,0.22499999999999998,0.16999999999999998
Japan,JPN,Western Pacific,High_income,75.0,,,1969,1.62,32.4,0.03,0.25,1.49,3.7249999999999996,3.14
Kenya,KEN,Africa,Low_income,53.2,Protestant,15777430,1969,2.03,40.599999999999994,0.01,0.08333333333333334,0.9,2.25,2.9399999999999995
Kiribati,KIR,Western Pacific,Lower_middle_income,57.9,Roman Catholic,63116,1969,0.57,11.399999999999999,0.03,0.25,0.06,0.15,0.6599999999999999
Saint Kitts and Nevis,KNA,Americas,Upper_middle_income,63.2,,,1969,0.8,16.0,0.17,1.4166666666666667,2.98,7.449999999999999,3.95
Republic of Korea,KOR,Western Pacific,High_income,72.7,No Religion,27498715,1969,0.15,2.9999999999999996,0.0,0.0,0.84,2.0999999999999996,0.99
Kuwait,KWT,Eastern Mediterranean,High_income,67.9,,,1969,0.0,0.0,0.0,0.0,0.12,0.3,0.12
Lao People's Democratic Republic,LAO,Western Pacific,Low_income,57.2,Buddhist,4201993,1969,0.11,2.1999999999999997,0.02,0.16666666666666669,3.78,9.45,3.9099999999999997
